address,business_name,city,first_review_date,food_tags,last_review_date,rating,review_num,state,street,zip5
"242 W Mission Ave,Ste E,Escondido, CA 92025",The Frozen Factory,Escondido,5/30/2020,Ice Cream & Frozen Yogurt/Bubble Tea/Coffee & Tea,8/16/2020,4,7,CA,242 W Mission Ave,92025
"285 E Orange Ave,Chula Vista, CA 91911",Tapioca Express,Chula Vista,9/8/2013,Bubble Tea/Coffee & Tea/Juice Bars & Smoothies,8/29/2020,3,37,CA,285 E Orange Ave,91911
"555 Broadway,Ste 2028,Chula Vista, CA 91910",Goody Goody Ice Cream & Candy,Chula Vista,9/1/2013,Desserts/Bubble Tea/Ice Cream & Frozen Yogurt,12/26/2019,3,13,CA,555 Broadway,91910
"3120 E Plaza Blvd,National City, CA 91950",House of Pho,National City,6/3/2015,Vietnamese/Bubble Tea,9/8/2020,4,100,CA,3120 E Plaza Blvd,91950
"4698 Convoy St,Ste 105,San Diego, CA 92111",Yifang Taiwan Fruit Tea,San Diego,8/22/2019,Tea Rooms,8/9/2020,4,127,CA,4698 Convoy St,92111
"4463 Camino De La Plz,Ste 107,San Ysidro, CA 92173",Panda Express,San Ysidro,11/12/2014,Chinese/Fast Food/Bubble Tea,6/14/2020,2,34,CA,4463 Camino De La Plz,92173
"285 E Orange Ave,Chula Vista, CA 91911",Seafood City Supermarket,Chula Vista,2/16/2011,Seafood Markets/Filipino/International Grocery,9/16/2020,3,127,CA,285 E Orange Ave,91911
"14837 Pomerado Rd,Atlas Market Food Court,Poway, CA 92064",Gotcha Tea,Poway,5/10/2019,Bubble Tea/Coffee & Tea/Juice Bars & Smoothies,6/13/2020,4,83,CA,14837 Pomerado Rd,92064
"8687 La Mesa Blvd,La Mesa, CA 91942",Chopsticks Inn Restaurant,La Mesa,8/17/2007,Thai/Dim Sum/Vegetarian,10/23/2020,4,296,CA,8687 La Mesa Blvd,91942
"3904 Convoy St,Ste 112,San Diego, CA 92111",Mekong Cuisine Lao and Thai,San Diego,3/18/2016,Laotian/Thai,10/6/2020,4,501,CA,3904 Convoy St,92111
"8038 Clairemont Mesa Blvd,San Diego, CA 92111",Pho Fusion,San Diego,4/1/2010,Asian Fusion/Vietnamese/Chinese,10/18/2020,4,627,CA,8038 Clairemont Mesa Blvd,92111
"4235 Convoy St,San Diego, CA 92111",DaYung's Tea - Convoy,San Diego,5/16/2019,Bubble Tea/Juice Bars & Smoothies/Tea Rooms,10/28/2020,4,178,CA,4235 Convoy St,92111
"4619 Convoy St,San Diego, CA 92111",Boba Bar and Desserts,San Diego,7/23/2016,Desserts/Bubble Tea/Waffles,10/24/2020,4,924,CA,4619 Convoy St,92111
"1001 Garnet Ave,Ste 105,San Diego, CA 92109",Bubble Up Boba and Waffles,San Diego,7/7/2020,Bubble Tea/Waffles,10/20/2020,4,21,CA,1001 Garnet Ave,92109
"4488 Convoy St,Ste H,San Diego, CA 92111",R&B Tea,San Diego,1/17/2020,Bubble Tea/Coffee & Tea,10/29/2020,4,229,CA,4488 Convoy St,92111
"8155 Mira Mesa Blvd,Ste 4,San Diego, CA 92126",Bobalicious,San Diego,4/1/2007,Juice Bars & Smoothies/Bubble Tea,10/31/2020,4,524,CA,8155 Mira Mesa Blvd,92126
"4869 Convoy St,San Diego, CA 92111",Kung Fu Tea,San Diego,2/19/2016,Coffee & Tea/Bubble Tea/Juice Bars & Smoothies,10/19/2020,4,1347,CA,4869 Convoy St,92111
"10756 Westview Pkwy,San Diego, CA 92126",Tastea,San Diego,9/20/2020,Bubble Tea/Coffee & Tea/Juice Bars & Smoothies,10/31/2020,4,85,CA,10756 Westview Pkwy,92126
"5265 Linda Vista Rd,Ste 201,San Diego, CA 92110",Sharetea,San Diego,4/19/2017,Coffee & Tea/Bubble Tea/Juice Bars & Smoothies,10/18/2020,4,348,CA,5265 Linda Vista Rd,92110
