address,business_name,city,first_review_date,food_tags,last_review_date,rating,review_num,state,street,zip5
"6509 W Park Blvd,Ste 425,Plano, TX 75093",Fat Straws Bubble Tea,Plano,6/24/2007,Juice Bars & Smoothies/Bubble Tea/Donuts,10/28/2020,4,520,TX,6509 W Park Blvd,75093
"4070 TX-121,Bldg 4 Ste 456,Carrollton, TX 75010",1102 Bubble Tea,Carrollton,9/5/2020,Coffee & Tea/Bubble Tea/Juice Bars & Smoothies,10/21/2020,3,5,TX,4070 TX-121,75010
"8801 Ohio Dr,Plano, TX 75024",Tapioca Express,Plano,4/27/2018,Bubble Tea/Chicken Wings,4/27/2019,4,15,TX,8801 Ohio Dr,75024
"1811 N Greenville Ave,Ste 300,Richardson, TX 75081",Sweet Mix Desserts,Richardson,7/30/2011,Shaved Snow/Creperies/Bubble Tea,9/20/2020,4,335,TX,1811 N Greenville Ave,75081
"705 W Park Row Dr,Arlington, TX 76013",Bethany Boba Tea & Cafe,Arlington,7/16/2008,Chinese/Juice Bars & Smoothies/Bubble Tea,10/28/2020,4,567,TX,705 W Park Row Dr,76013
"3401 W Airport Fwy,Ste 138,Irving, TX 75062",Zero Degrees,Irving,2/4/2019,Bubble Tea/Coffee & Tea,9/22/2020,3,96,TX,3401 W Airport Fwy,75062
"5566 Main St,Ste 170,Frisco, TX 75034",Fruitealicious Bubble Tea & Smoothies,Frisco,4/25/2013,Coffee & Tea/Bubble Tea/Juice Bars & Smoothies,10/7/2020,4,214,TX,5566 Main St,75034
"100 W Pioneer Pkwy,Ste 156,Arlington, TX 76010",Vina Lẩu Và Ốc Restaurant,Arlington,12/2/2017,Vietnamese/Bubble Tea/Juice Bars & Smoothies,2/15/2020,4,37,TX,100 W Pioneer Pkwy,76010
"1930 N Story Rd,Irving, TX 75061",Wings N Tings,Irving,9/12/2019,Chicken Wings/Bubble Tea,,3,4,TX,1930 N Story Rd,75061
"8300 Gaylord Pkwy,Ste 14,Frisco, TX 75034",Fruitealicious - Stonebriar,Frisco,10/1/2014,Bubble Tea/Coffee & Tea/Juice Bars & Smoothies,10/1/2020,4,162,TX,8300 Gaylord Pkwy,75034
"2540 Old Denton Rd,Carrollton, TX 75006",85°C Bakery Cafe,Carrollton,8/11/2016,Coffee & Tea/Bakeries/Patisserie/Cake Shop,10/30/2020,4,668,TX,2540 Old Denton Rd,75006
"3141 E Broad St,Ste 109,Mansfield, TX 76063",Sharetea,Mansfield,3/24/2019,Bubble Tea/Coffee & Tea/Juice Bars & Smoothies,8/21/2020,4,41,TX,3141 E Broad St,76063
