address,business_name,city,first_review_date,food_tags,last_review_date,rating,review_num,state,street,zip5
"12918 Shops Pkwy,Ste 300,Bee Cave, TX 78738",Simply Pho House,Bee Cave,8/4/2014,Vietnamese/Bubble Tea/Asian Fusion,10/27/2020,3,235,TX,12918 Shops Pkwy,78738
"905 E Whitestone Blvd,Ste C,Cedar Park, TX 78613",Kung Fu Tea,Cedar Park,10/9/2019,Bubble Tea/Coffee & Tea/Juice Bars & Smoothies,10/21/2020,4,41,TX,905 E Whitestone Blvd,78613
"15803 Windermere Dr,Ste 102,Pflugerville, TX 78660",Cafe Eden,Pflugerville,7/12/2017,Asian Fusion/Cafes/Bubble Tea,10/24/2020,4,178,TX,15803 Windermere Dr,78660
"13615 Ranch Rd 12,Wimberley, TX 78676",Cactus Coffee Shop,Wimberley,8/19/2016,Coffee & Tea/Juice Bars & Smoothies/Food Trucks,8/15/2020,4,26,TX,13615 Ranch Rd 12,78676
"13344 US HWY 183N,Ste 270,Austin, TX 78750",Ola Poke,Austin,7/10/2018,Hawaiian/Poke/Sushi Bars,9/18/2020,4,73,TX,13344 US HWY 183N,78750
"10901 N Lamar Blvd,Ste G,Austin, TX 78753",MT Supermarket,Austin,7/21/2006,International Grocery,9/12/2020,4,293,TX,10901 N Lamar Blvd,78753
"3706 Guadalupe St,Ste B,Austin, TX 78705",Yaya Cafe,Austin,7/31/2011,Cafes/Coffee & Tea/Vietnamese,10/28/2020,3,247,TX,3706 Guadalupe St,78705
"206 Hwy 290 W,Elgin, TX 78621",Hong Kong Restaurant,Elgin,7/22/2010,Chinese/Vietnamese,10/20/2020,3,48,TX,206 Hwy 290 W,78621
"1713 Fm 685,Ste 140,Pflugerville, TX 78660",Teapioca Lounge,Pflugerville,12/17/2017,Bubble Tea/Juice Bars & Smoothies/Coffee & Tea,10/11/2020,4,69,TX,1713 Fm 685,78660
"12518 Research Blvd,Ste M,Austin, TX 78759",Yummi Tacos & More,Austin,1/3/2011,Mexican/Asian Fusion/Breakfast & Brunch,10/25/2020,4,238,TX,12518 Research Blvd,78759
"8557 Research Blvd,Ste 126,Austin, TX 78758",Ramen Tatsu-Ya,Austin,8/25/2012,Ramen,11/1/2020,4,2512,TX,8557 Research Blvd,78758
"10901 N Lamar Blvd,Austin, TX 78753",Lily's Sandwich,Austin,6/8/2007,Vietnamese/Sandwiches,6/8/2020,3,138,TX,10901 N Lamar Blvd,78753
"13000 N Ih 35,Bldg 11, Ste 116,Austin, TX 78753",Fresh Cup Frozen Yogurt,Austin,1/10/2010,Ice Cream & Frozen Yogurt/Bubble Tea/Juice Bars & Smoothies,1/23/2020,3,81,TX,13000 N Ih 35,78753
"1310 Cypress Creek Rd,Ste 100,Cedar Park, TX 78613",Black Sugar Caffe,Cedar Park,9/18/2017,Cafes/Juice Bars & Smoothies/Tapas/Small Plates,10/28/2020,4,138,TX,1310 Cypress Creek Rd,78613
"11301 Lakeline Blvd,Austin, TX 78717",Market Eatery,Austin,2/16/2018,Food Court/Korean/Asian Fusion,2/25/2020,4,38,TX,11301 Lakeline Blvd,78717
"2098 Muirfield Bend Dr,Ste 110,Hutto, TX 78634",Fortune House,Hutto,4/12/2019,Chinese/Vietnamese,11/1/2020,4,98,TX,2098 Muirfield Bend Dr,78634
"1700 W Parmer Ln,Ste100,Austin, TX 78727",Hana World Market,Austin,1/10/2012,Food Court/International Grocery,8/2/2020,3,162,TX,1700 W Parmer Ln,78727
"12221 Riata Trace Pkwy,Ste 190,Austin, TX 78727",Minh's Cafe,Austin,10/16/2008,Vietnamese/Chinese/Bubble Tea,8/16/2020,3,192,TX,12221 Riata Trace Pkwy,78727
"505 Wynnpage Dr,Dripping Springs, TX 78620",Le Muse Coffee Bar,Dripping Springs,5/29/2016,Coffee & Tea/Bubble Tea/Food Trucks,8/2/2020,5,52,TX,505 Wynnpage Dr,78620
"1335 E Whitestone Blvd,Ste T100,Cedar Park, TX 78613",Pho Thanh Nhi,Cedar Park,9/29/2015,Vietnamese/Asian Fusion/Sandwiches,9/29/2020,4,211,TX,1335 E Whitestone Blvd,78613
"161 W Slaughter Ln,Ste L850,Austin, TX 78748",Pho Thai Son,Austin,4/13/2008,Vietnamese,10/24/2020,3,168,TX,161 W Slaughter Ln,78748
"8650 Spicewood Springs Rd,Ste 114A,Austin, TX 78759",Asia Cafe,Austin,5/13/2007,Chinese/Seafood/Soup,10/7/2020,4,857,TX,8650 Spicewood Springs Rd,78759
"6929 Airport Blvd,Suite #110,Austin, TX 78752",99 Ranch Market,Austin,3/3/2018,International Grocery/Seafood Markets/Fruits & Veggies,10/24/2020,3,125,TX,6929 Airport Blvd,78752
"2237 E Riverside Dr,Ste 101-A,Austin, TX 78741",Kim Phung Restaurant  Riverside,Austin,6/21/2017,Chinese/Vietnamese/Thai,9/16/2020,3,127,TX,2237 E Riverside Dr,78741
"6718 Middle Fiskville Rd,Austin, TX 78752",Shanghai Restaurant,Austin,7/28/2007,Dim Sum/Asian Fusion/Szechuan,11/1/2020,3,470,TX,6718 Middle Fiskville Rd,78752
"2438 W Anderson Ln,Ste A3,Austin, TX 78757",Pho Thaison,Austin,6/25/2010,Vietnamese/Thai/Vegetarian,9/16/2020,3,628,TX,2438 W Anderson Ln,78757
"9600 S Interstate 35,Ste C 600,Austin, TX 78748",Haiku Japanese Restaurant,Austin,1/20/2008,Japanese/Sushi Bars,10/19/2020,3,349,TX,9600 S Interstate 35,78748
