address,business_name,city,first_review_date,food_tags,last_review_date,rating,review_num,state,street,zip5
"2215 Ayrsley Town Blvd,Ste D,Charlotte, NC 28273",Pho Ngon,Charlotte,3/26/2016,Vietnamese/Bubble Tea,8/21/2020,3,100,NC,2215 Ayrsley Town Blvd,28273
"2934 Shamrock Dr,Charlotte, NC 28205",Crispy Banh Mi,Charlotte,4/5/2018,Sandwiches/Vietnamese/Juice Bars & Smoothies,10/21/2020,4,67,NC,2934 Shamrock Dr,28205
"5215 South Blvd,Charlotte, NC 28217",Saigon Palace,Charlotte,11/6/2006,Vietnamese,9/23/2020,4,248,NC,5215 South Blvd,28217
"7323 E Independence Blvd,Charlotte, NC 28227",Honey Bun's Cafeteria,Charlotte,6/1/2012,Dim Sum,10/3/2020,4,80,NC,7323 E Independence Blvd,28227
"4520 N Tryon,Ste 17,Charlotte, NC 28213",Truc Vietnamese Cuisine,Charlotte,9/5/2008,Vietnamese,7/11/2020,4,52,NC,4520 N Tryon,28213
"4340 Colwick Rd,Charlotte, NC 28211",Shun Lee Palace,Charlotte,11/7/2006,Chinese,10/16/2020,3,103,NC,4340 Colwick Rd,28211
"5615 South Blvd,Charlotte, NC 28217",Vietnam Grille,Charlotte,5/25/2009,Vietnamese,9/23/2020,4,384,NC,5615 South Blvd,28217
"5937 South Blvd,Charlotte, NC 28217",Doan's,Charlotte,6/15/2012,Vietnamese/Vegetarian/Asian Fusion,10/30/2020,4,292,NC,5937 South Blvd,28217
"2001 Commonwealth Ave,Charlotte, NC 28205",Cilantro Noodle,Charlotte,6/8/2019,Vietnamese,11/2/2020,4,179,NC,2001 Commonwealth Ave,28205
"3019 Shamrock Dr,Charlotte, NC 28215",Lang Van Vietnamese,Charlotte,7/23/2005,Vietnamese,10/19/2020,4,451,NC,3019 Shamrock Dr,28215
"8625C Lindholm Dr,Huntersville, NC 28078",Kung Foo Noodle,Huntersville,3/19/2016,Chinese/Noodles,10/23/2020,4,385,NC,8625C Lindholm Dr,28078
"2524 E Franklin Blvd,Ste A,Gastonia, NC 28056",Mẹ Vietnamese Kitchen,Gastonia,12/22/2015,Vietnamese/Noodles,9/1/2020,4,95,NC,2524 E Franklin Blvd,28056
"1400 S Church St,Ste A,Charlotte, NC 28203",Seoul Food Meat Company,Charlotte,2/20/2016,Korean/Barbeque/Beer Bar,10/27/2020,4,1240,NC,1400 S Church St,28203
"3629 N Davidson St,Ste 103,Charlotte, NC 28205",Deejai  Noodle Bar,Charlotte,9/8/2017,Thai/Noodles/Cocktail Bars,10/16/2020,4,257,NC,3629 N Davidson St,28205
"718 W Trade St,Charlotte, NC 28202",Great Wok,Charlotte,6/1/2006,Chinese,7/13/2020,2,98,NC,718 W Trade St,28202
"845 Church St N,Ste 202,Concord, NC 28025",Wasabi Cafe,Concord,8/26/2011,Sushi Bars/Japanese,,3,59,NC,845 Church St N,28025
"12905 Rosedale Hill Ave,Ste A,Huntersville, NC 28078",Pho Ginseng,Huntersville,11/29/2014,Vietnamese,10/16/2020,3,157,NC,12905 Rosedale Hill Ave,28078
"11025 Carolina Place Pkwy,Pineville, NC 28134",Wasabi Sushi,Pineville,,Sushi Bars,10/26/2020,4,38,NC,11025 Carolina Place Pkwy,28134
"7221 Waverly Walk Ave,Charlotte, NC 28277",Whole Foods Market,Charlotte,5/23/2017,Grocery/Health Markets/Organic Stores,7/29/2020,3,53,NC,7221 Waverly Walk Ave,28277
"337 S Kings Dr,Charlotte, NC 28204",Emperor Chinese Restaurant,Charlotte,8/5/2008,Chinese,8/26/2020,2,32,NC,337 S Kings Dr,28204
"19420 Jetton Rd,Ste 104,Cornelius, NC 28031",Pho NC Cafe,Cornelius,2/12/2020,Vietnamese,10/2/2020,4,16,NC,19420 Jetton Rd,28031
