address,business_name,city,first_review_date,food_tags,last_review_date,rating,review_num,state,street,zip5
"8514 Ce King Pkwy,Houston, TX 77044",Dena's Donuts,Houston,7/28/2015,Donuts/Bubble Tea,9/26/2019,4,3,TX,8514 Ce King Pkwy,77044
"9664 Westheimer Rd,Ste 300,Houston, TX 77063",The Teahouse Tapioca & Tea,Houston,11/11/2017,Bubble Tea/Coffee & Tea/Juice Bars & Smoothies,8/28/2020,4,26,TX,9664 Westheimer Rd,77063
"13280 Northwest Fwy,Ste A,Houston, TX 77040",Jazen Tea,Houston,7/30/2017,Bubble Tea/Juice Bars & Smoothies/Coffee & Tea,10/3/2020,2,34,TX,13280 Northwest Fwy,77040
"8608 Hwy 6 N,Houston, TX 77095",Ice Valley Cafe,Houston,11/14/2013,Bubble Tea/Juice Bars & Smoothies/Shaved Snow,6/3/2020,3,116,TX,8608 Hwy 6 N,77095
"18052 Fm 529 Rd,Cypress, TX 77433",Yami sushi bento box bubble tea,Cypress,8/15/2019,Japanese/Bubble Tea/Poke,9/16/2020,4,25,TX,18052 Fm 529 Rd,77433
"13411 State Highway 249,Unit 6,Houston, TX 77086",The Boba Spot,Houston,11/12/2019,Bubble Tea/Coffee & Tea/Juice Bars & Smoothies,8/21/2020,3,19,TX,13411 State Highway 249,77086
"10919 Louetta Rd,Ste E540,Houston, TX 77070",VietSubs & Boba Tea,Houston,1/15/2020,Vietnamese/Bubble Tea/Sandwiches,9/12/2020,4,13,TX,10919 Louetta Rd,77070
"9889 Bellaire Blvd,Ste 101,Houston, TX 77036",Cafe 101,Houston,6/22/2007,Chinese/Japanese/Korean,10/28/2020,3,684,TX,9889 Bellaire Blvd,77036
"11201 Bellaire Blvd,Ste A-19A,Houston, TX 77072",Cococane,Houston,9/15/2019,Desserts/Juice Bars & Smoothies/Bubble Tea,10/2/2019,3,2,TX,11201 Bellaire Blvd,77072
"11415 Bellaire Blvd,Ste K,Houston, TX 77072",Bun Bo Hue Duc Chuong,Houston,9/13/2009,Vietnamese/Coffee & Tea/Juice Bars & Smoothies,10/27/2020,4,95,TX,11415 Bellaire Blvd,77072
"1111 Spencer Hwy,South Houston, TX 77587",Zero Degrees,South Houston,1/16/2019,Bubble Tea/Coffee & Tea/Fast Food,9/2/2020,3,41,TX,1111 Spencer Hwy,77587
"7751 Barker Cypress,Ste 1100,Cypress, TX 77433",Honey Teahouse,Cypress,5/20/2014,Juice Bars & Smoothies/Bubble Tea/Tea Rooms,9/2/2020,3,97,TX,7751 Barker Cypress,77433
"29110 U. S. Highway 290,Ste 250,Cypress, TX 77433",Gong Cha,Cypress,6/22/2020,Bubble Tea,10/11/2020,4,17,TX,29110 U. S. Highway 290,77433
"13480 Veterans Memorial Dr,Ste P2,Houston, TX 77014",Tea Bubblers,Houston,6/3/2008,Coffee & Tea/Bubble Tea/Juice Bars & Smoothies,8/6/2020,3,66,TX,13480 Veterans Memorial Dr,77014
"2810 Business Center Dr,Ste 111,Pearland, TX 77584",The Teahouse Tapioca & Tea,Pearland,4/5/2017,Coffee & Tea/Juice Bars & Smoothies/Bubble Tea,8/10/2020,4,91,TX,2810 Business Center Dr,77584
"1921 E Broadway St,Pearland, TX 77581",Pho Vi-Vi,Pearland,3/5/2020,Vietnamese/Bubble Tea/Juice Bars & Smoothies,9/28/2020,5,8,TX,1921 E Broadway St,77581
"10960 N Fwy,Houston, TX 77037",Street Food Guru,Houston,10/8/2020,Bubble Tea/Vietnamese/Chicken Wings,10/8/2020,5,1,TX,10960 N Fwy,77037
"11619 Hwy 6,Sugar Land, TX 77498",Fresh Boba,Sugar Land,11/2/2015,Coffee & Tea/Bubble Tea/Juice Bars & Smoothies,7/4/2020,3,112,TX,11619 Hwy 6,77498
"21117 North Fwy,Ste 100,Spring, TX 77388",The Boba Shop,Spring,2/18/2020,Bubble Tea,10/14/2020,4,10,TX,21117 North Fwy,77388
"3815 Richmond Ave,Ste B,Houston, TX 77027",Mama’s Kitchen,Houston,9/19/2019,Szechuan/Bubble Tea/Noodles,10/23/2020,4,98,TX,3815 Richmond Ave,77027
"6830 E Sam Houston Pkwy N,Ste 180,Houston, TX 77049",Bibo's Cafe,Houston,4/2/2012,Vietnamese,10/10/2020,4,201,TX,6830 E Sam Houston Pkwy N,77049
"7210 Barker Cypress Rd,Cypress, TX 77433",Fusion 36 Degree,Cypress,7/29/2017,Juice Bars & Smoothies/Coffee & Tea/Bubble Tea,9/14/2020,4,99,TX,7210 Barker Cypress Rd,77433
"3950 N Fry Rd,Ste 100,Katy, TX 77449",Fusion 36 Degree,Katy,6/23/2009,Juice Bars & Smoothies/Coffee & Tea/Bubble Tea,8/27/2020,4,146,TX,3950 N Fry Rd,77449
"4835 Fairmont Pkwy,Pasadena, TX 77505",Hiccups & Churroholic,Pasadena,12/19/2019,Bubble Tea/Coffee & Tea/Asian Fusion,10/8/2020,4,52,TX,4835 Fairmont Pkwy,77505
"347 1/2 S Mason Rd,Katy, TX 77450",Zero Degrees,Katy,11/18/2017,Coffee & Tea/Bubble Tea,10/6/2020,4,182,TX,347 1/2 S Mason Rd,77450
"501 S Mason Rd,Katy, TX 77450",Kung Fu Tea,Katy,6/8/2016,Coffee & Tea/Bubble Tea/Juice Bars & Smoothies,9/27/2020,4,165,TX,501 S Mason Rd,77450
"12779 Windfern Rd,Houston, TX 77064",Max Donuts,Houston,2/25/2019,Donuts/Juice Bars & Smoothies/Bubble Tea,9/28/2020,4,7,TX,12779 Windfern Rd,77064
